t_s,left_rpm,right_rpm,center_speed_mps,encoder_speed_fit_mps,imu_accel_mps2,encoder_accel_raw_mps2,imu_accel_fit_mps2,imu_accel_calibrated_fit_mps2,encoder_accel_fit_mps2,fitted_accel_mps2
-0.29,0,0,0,-5.8256133e-05,0.019,0,-0.0079394088,0.052549627,0.00083203152,0.026690829
-0.28,0,0,0,-0.00010995118,0.005,0,-0.0088505755,0.052046766,0.0017974626,0.026922114
-0.27,0,0,0,-0.00018247983,0.01,0,-0.0085854564,0.052193082,0.003390064,0.027791573
-0.26,0,0,0,-0.00028460411,-0.007,0,-0.0063047328,0.053451784,0.005938834,0.029695309
-0.25,0,0,0,-0.00041113215,-0.01,0,-0.0016097651,0.056042876,0.0097260416,0.032884459
-0.24,0,0,0,-0.00053046823,-0.028,0,0.0051515404,0.059774354,0.01479488,0.037284617
-0.23,0,0,0,-0.00058639375,-0.014,0,0.012977009,0.064093129,0.0208387,0.042465914
-0.22,0,0,0,-0.00052433938,-0.03,0,0.020347554,0.068160838,0.027362924,0.047761881
-0.21,0,0,0,-0.00031236496,0.043,0,0.025887925,0.071218498,0.033885938,0.052552218
-0.2,0,0,0,4.1748243e-05,-0.008,0,0.029100054,0.07299123,0.040199277,0.056595254
-0.19,0,0,0,0.00049426105,0.006,0,0.030492565,0.073759739,0.046492462,0.060126101
-0.18,0,0,0,0.00099553758,0.049,0,0.03097789,0.074027584,0.053200301,0.063613942
-0.17,0,0,0,0.0015341135,0.072,0.068067841,0.031617385,0.074380513,0.060549313,0.067464913
-0.16,0,0,0,0.0021232014,0.035,0.068067841,0.033420502,0.07537563,0.068566049,0.07197084
-0.15,4,-4,0,0.0027757418,0.123,0.068067841,0.037170886,0.077445419,0.077277015,0.077361217
-0.14,4,0,0.0068067841,0.0035014031,0.098,0.13613568,0.043267148,0.080809868,0.086735182,0.083772525
-0.13,0,0,0,0.0042883212,0.026,0.22122048,0.051827963,0.085534472,0.097250108,0.09139229
-0.12,4,0,0.0068067841,0.0051247066,0.08,0.23823744,0.063151994,0.091784059,0.10924072,0.10051239
-0.11,4,0,0.0068067841,0.0060277435,0.042,0.22122048,0.077983433,0.09996934,0.12293281,0.11145108
-0.1,9,0,0.015315264,0.0070384627,0.5,0.13613568,0.096934281,0.11042807,0.13827732,0.12435269
-0.09,9,0,0.015315264,0.0081993086,0.298,0,0.12026255,0.12330264,0.15509453,0.13919859
-0.08,4,4,0.013613568,0.0095460915,0.084,-0.085084801,0.14763024,0.13840651,0.17311107,0.15575879
-0.07,4,0,0.0068067841,0.011086348,-0.157,-0.10210176,0.17813515,0.15524179,0.19223731,0.17373955
-0.06,4,0,0.0068067841,0.012810948,-0.226,0.068067841,0.21083161,0.17328654,0.21259683,0.19294169
-0.05,4,0,0.0068067841,0.014709432,-0.198,0.32332224,0.24502591,0.19215794,0.23449288,0.21332541
-0.04,4,4,0.013613568,0.016782851,0.085,0.39139008,0.28059728,0.21178932,0.25834388,0.2350666
-0.03,4,9,0.022122048,0.019075001,0.259,0.30630528,0.31774075,0.23228832,0.28431304,0.25830068
-0.02,9,9,0.030630528,0.021669442,0.7,0.32332224,0.35657637,0.2537212,0.31212348,0.28292234
-0.01,4,9,0.022122048,0.024653977,0.819,0.2552544,0.39684407,0.27594443,0.34118906,0.30856674
0,4,9,0.022122048,0.028081604,0.648,0.23823744,0.43809127,0.29870823,0.37093472,0.33482148
0.01,9,9,0.030630528,0.031984326,0.336,0.45945793,0.47971975,0.32168245,0.40068812,0.36118528
0.02,9,9,0.030630528,0.036370531,0.514,0.61261057,0.5208662,0.34439065,0.42967913,0.38703489
0.03,9,18,0.045945793,0.04122521,0.528,0.52752577,0.56033742,0.36617431,0.457016,0.41159516
0.04,18,13,0.052752577,0.046494073,0.554,0.52752577,0.59700009,0.38640797,0.48196536,0.43418666
0.05,13,18,0.052752577,0.052083681,0.603,0.45945793,0.62953391,0.40436296,0.50417647,0.45426972
0.06,13,18,0.052752577,0.057887034,0.809,0.37437312,0.65691232,0.41947275,0.52329263,0.47138269
0.07,18,18,0.061261057,0.063820648,0.954,0.52752577,0.67850175,0.43138768,0.53906634,0.48522701
0.08,18,18,0.061261057,0.069817505,0.882,0.69769537,0.694213,0.44005852,0.55161407,0.4958363
0.09,22,22,0.074874625,0.075845709,0.397,0.83383105,0.70338913,0.44512271,0.56150147,0.50331209
0.1,22,27,0.083383105,0.081936862,0.571,0.88488193,0.70545762,0.44626428,0.56899327,0.50762877
0.11,27,27,0.091891585,0.088123874,0.515,0.74874625,0.70054009,0.44355036,0.57402597,0.50878817
0.12,31,31,0.10550515,0.094393833,0.615,0.54454273,0.68924309,0.43731569,0.5763041,0.50680989
0.13,31,31,0.10550515,0.10068309,0.903,0.54454273,0.67317574,0.42844833,0.57563214,0.50204023
0.14,31,31,0.10550515,0.10695867,0.79,0.47647489,0.65425381,0.41800556,0.57134566,0.49467561
0.15,36,27,0.10720685,0.11319341,0.839,0.40840704,0.63378644,0.40670988,0.56294289,0.48482639
0.16,36,36,0.12252211,0.11936859,0.532,0.47647489,0.61225652,0.39482779,0.55032378,0.47257578
0.17,36,36,0.12252211,0.12546473,0.481,0.54454273,0.5894289,0.38222952,0.53359336,0.45791144
0.18,40,36,0.1293289,0.13139469,0.455,0.61261057,0.56390218,0.36814165,0.51301572,0.44057868
0.19,36,40,0.1293289,0.13699652,0.646,0.61261057,0.53474095,0.35204794,0.48960533,0.42082664
0.2,45,36,0.13783738,0.14218416,0.486,0.54454273,0.5024553,0.33422991,0.46416643,0.39919817
0.21,45,45,0.15315264,0.1469301,0.365,0.56155969,0.46857449,0.31553152,0.43732847,0.37643
0.22,45,45,0.15315264,0.15125277,0.375,0.71471233,0.43468067,0.29682596,0.41002759,0.35342678
0.23,45,45,0.15315264,0.15521322,0.597,0.47647489,0.40199313,0.27878613,0.38302738,0.33090675
0.24,50,45,0.16166112,0.15883289,0.205,0.2552544,0.37085868,0.26160343,0.35712747,0.30936545
0.25,54,50,0.17697639,0.16211333,0.655,0.3403392,0.34091908,0.24508014,0.33290988,0.28899501
0.26,50,45,0.16166112,0.16505993,0.287,0.47647489,0.31174256,0.228978,0.31062423,0.26980111
0.27,50,50,0.1701696,0.16767667,0.345,0.15315264,0.28268601,0.21294206,0.29013194,0.251537
0.28,50,50,0.1701696,0.16998593,-0.326,-0.068067841,0.25326161,0.19670312,0.27125322,0.23397817
0.29,54,59,0.19229165,0.1720263,0.485,0.085084801,0.22392862,0.18051461,0.25391019,0.2172124
0.3,50,45,0.16166112,0.17385682,0.251,-0.01701696,0.19614133,0.16517916,0.23818615,0.20168266
0.31,50,50,0.1701696,0.1755606,-0.057,-0.2552544,0.17120786,0.1514187,0.22426126,0.18783998
0.32,50,50,0.1701696,0.17722946,0.351,0.22122048,0.14935591,0.13935889,0.21196882,0.17566386
0.33,54,45,0.16846791,0.17892325,0.181,0.52752577,0.13052598,0.1289669,0.20092137,0.16494414
0.34,54,45,0.16846791,0.18066083,-0.018,0.13613568,0.114693,0.12022888,0.19091877,0.15557382
0.35,59,63,0.20760691,0.18247114,0.055,0.30630528,0.10159848,0.11300218,0.18188547,0.14744383
0.36,50,54,0.17697639,0.18439741,0.096,0.32332224,0.090948388,0.10712453,0.17321321,0.14016887
0.37,50,54,0.17697639,0.18643984,-0.315,0.01701696,0.082635021,0.10253649,0.16405909,0.13329779
0.38,54,59,0.19229165,0.18852635,0.721,0.1701696,0.076769154,0.099299194,0.15380679,0.12655299
0.39,50,54,0.17697639,0.1905489,0.399,0.47647489,0.073542773,0.097518596,0.14239317,0.11995588
0.4,59,59,0.20080013,0.19241018,-0.176,0.30630528,0.072804634,0.097111227,0.13019153,0.11365138
0.41,59,59,0.20080013,0.19403468,-0.176,0.28928832,0.0738745,0.097701672,0.11744295,0.10757231
0.42,59,59,0.20080013,0.19541335,0.08,0.22122048,0.075726433,0.09872373,0.1036132,0.10116846
0.43,54,63,0.19909843,0.19655885,-0.21,0,0.077049687,0.099454017,0.088189547,0.093821782
0.44,54,63,0.19909843,0.19745569,-0.133,0,0.076944634,0.09939604,0.071318678,0.085357359
0.45,59,59,0.20080013,0.19804051,0.285,-0.068067841,0.075176738,0.09842036,0.053400387,0.075910374
0.46,59,59,0.20080013,0.19827061,-0.032,-0.13613568,0.071737964,0.096522545,0.035250899,0.065886722
0.47,59,59,0.20080013,0.19819169,0.232,-0.068067841,0.066828243,0.093812933,0.017641418,0.055727176
0.48,54,59,0.19229165,0.19788577,0.454,0,0.06150949,0.090877582,0.0016296869,0.046253634
0.49,54,59,0.19229165,0.19738789,0.249,-0.1701696,0.056595006,0.088165341,-0.012257927,0.037953707
0.5,59,59,0.20080013,0.19673207,-0.057,-0.2552544,0.052098936,0.085684018,-0.023754139,0.03096494
0.51,59,59,0.20080013,0.19596649,-0.141,-0.085084801,0.047433145,0.083109028,-0.032987973,0.025060528
0.52,54,54,0.18378317,0.19511719,0.181,0,0.042926092,0.080621643,-0.040205244,0.020208199
0.53,54,54,0.18378317,0.19420165,0.09,1.7763568e-15,0.038655564,0.078264793,-0.045083805,0.016590494
0.54,54,59,0.19229165,0.19331878,-0.28,0.23823744,0.033985484,0.075687437,-0.04692383,0.014381803
0.55,59,59,0.20080013,0.19253317,0.029,0.1701696,0.028955021,0.072911189,-0.045889405,0.013510892
0.56,59,59,0.20080013,0.19187162,0.3,-0.22122048,0.023959197,0.070154057,-0.042631506,0.013761276
0.57,63,59,0.20760691,0.19135137,0.08,-0.23823744,0.019214608,0.06753558,-0.03791866,0.01480846
0.58,50,54,0.17697639,0.19096034,0.044,-0.1701696,0.014766234,0.065080579,-0.032878748,0.016100916
0.59,50,54,0.17697639,0.19068493,-0.302,-0.15315264,0.010896466,0.062944904,-0.028124577,0.017410164
0.6,54,59,0.19229165,0.19049951,-0.296,-0.068067841,0.0080588943,0.061378885,-0.023815027,0.018781929
0.61,54,59,0.19229165,0.19042234,-0.085,0.15315264,0.0070093887,0.060799676,-0.020567977,0.02011585
0.62,59,59,0.20080013,0.19044623,0.099,0.15315264,0.0079254935,0.061305263,-0.01897058,0.021167341
0.63,54,50,0.17697639,0.19049452,0.318,0,0.010205335,0.062563478,-0.018801281,0.021881099
0.64,54,59,0.19229165,0.190508,0.005,-0.1701696,0.012679189,0.063928766,-0.019581279,0.022173744
0.65,59,54,0.19229165,0.19045018,-0.166,-0.10210176,0.014420817,0.064889948,-0.020643088,0.02212343
0.66,59,54,0.19229165,0.19030569,0.238,0.15315264,0.014933136,0.065172691,-0.021376281,0.021898205
0.67,54,54,0.18378317,0.19006417,0.183,0.085084801,0.014173824,0.064753636,-0.021378236,0.0216877
0.68,54,54,0.18378317,0.18971986,-0.205,0,0.012362579,0.063754033,-0.020048999,0.021852517
0.69,59,59,0.20080013,0.18931283,-0.115,0.085084801,0.0095743861,0.062215265,-0.016690545,0.02276236
0.7,54,59,0.19229165,0.18895775,0.102,0.1701696,0.0064052396,0.060466254,-0.011761792,0.024352231
0.71,54,59,0.19229165,0.18870654,0.233,-0.085084801,0.0036082459,0.058922629,-0.0065186541,0.026201988
0.72,59,54,0.19229165,0.18853803,-0.245,-0.2552544,0.0012294054,0.057609778,-0.0019821543,0.027813812
0.73,54,59,0.19229165,0.18842299,-0.038,0,-0.00069710706,0.05654656,0.0015041836,0.029025372
0.74,54,54,0.18378317,0.18835523,0.515,-0.13613568,-0.0017535594,0.055963518,0.0042723742,0.030117946
0.75,54,54,0.18378317,0.18834154,0.036,-0.44244097,-0.0021408748,0.055749763,0.0071287056,0.031439234
0.76,59,59,0.20080013,0.18839823,-0.104,-0.051050881,-0.0026831281,0.055450501,0.010802046,0.033126273
0.77,50,50,0.1701696,0.18849067,-0.14,0.1701696,-0.0041946037,0.054616337,0.015250073,0.034933205
0.78,50,50,0.1701696,0.18857973,0.012,-0.085084801,-0.0067420465,0.053210436,0.020275225,0.03674283
0.79,59,59,0.20080013,0.18868575,-0.335,0.13613568,-0.01006306,0.051377611,0.025974694,0.038676153
0.8,54,54,0.18378317,0.18888428,-0.538,0.44244097,-0.013964465,0.049224476,0.03229734,0.040760908
0.81,59,54,0.19229165,0.18928272,0.028,0.22122048,-0.018179367,0.046898326,0.038564467,0.042731396
0.82,54,59,0.19229165,0.18990149,0.178,0.30630528,-0.0224492,0.044541859,0.043832508,0.044187184
0.83,54,59,0.19229165,0.19071945,-0.093,0.15315264,-0.026373639,0.042376012,0.047632297,0.045004154
0.84,59,59,0.20080013,0.19167577,0.432,-0.23823744,-0.029450454,0.040677957,0.049930078,0.045304018
0.85,63,63,0.2144137,0.1926908,0.303,-0.085084801,-0.031099951,0.039767621,0.050637758,0.04520269
0.86,54,50,0.17697639,0.19367621,-0.098,-0.085084801,-0.030615057,0.040035228,0.049274245,0.044654736
0.87,54,54,0.18378317,0.19452384,-0.126,-0.30630528,-0.028050865,0.041450372,0.045781581,0.043615977
0.88,59,54,0.19229165,0.19517186,-0.031,0.01701696,-0.023741054,0.043828902,0.040719437,0.04227417
0.89,59,54,0.19229165,0.19556669,0.06,0.40840704,-0.018033284,0.046978947,0.035029913,0.04100443
0.9,54,59,0.19229165,0.19572915,-0.151,0.2552544,-0.011866193,0.050382485,0.029342595,0.03986254
0.91,59,59,0.20080013,0.19573368,-0.121,0.1701696,-0.0063899338,0.053404762,0.024048344,0.038726553
0.92,59,59,0.20080013,0.19566971,0.342,0.1701696,-0.0023805506,0.055617489,0.019364724,0.037491107
0.93,59,59,0.20080013,0.19561398,-0.146,0.085084801,-0.00054653646,0.056629658,0.015254516,0.035942087
0.94,59,59,0.20080013,0.19564822,-0.746,-0.23823744,-0.00090032585,0.056434406,0.011515405,0.033974906
0.95,59,59,0.20080013,0.19582565,0.168,-0.32332224,-0.0031650187,0.055184551,0.0079990727,0.031591812
0.96,59,59,0.20080013,0.19606292,0.162,-0.1701696,-0.0065192706,0.053333383,0.0043658666,0.028849625
0.97,50,54,0.17697639,0.19623599,-0.041,-0.085084801,-0.0095136167,0.051680842,0.00056620501,0.026123523
0.98,59,54,0.19229165,0.1962817,-0.153,0,-0.011296926,0.050696657,-0.0028712151,0.023912721
0.99,59,54,0.19229165,0.19616271,0.227,0.068067841,-0.011243092,0.050726367,-0.0056970883,0.022514639
1,59,59,0.20080013,0.19588113,0.271,0.15315264,-0.0089319304,0.052001867,-0.00780981,0.022096029
1.01,59,59,0.20080013,0.19546482,0.152,0.085084801,-0.0048914062,0.05423178,-0.0090404362,0.022595672
1.02,54,54,0.18378317,0.19500788,0.01,0.13613568,-0.00043280402,0.056692426,-0.009541125,0.02357565
1.03,59,59,0.20080013,0.19462138,-0.148,0.051050881,0.0024355915,0.058275456,-0.0090391523,0.024618152
1.04,54,59,0.19229165,0.19442589,-0.072,1.2079227e-13,0.0028194533,0.058487305,-0.0074384722,0.025524416
1.05,63,63,0.2144137,0.19441093,0.141,0,0.0010015434,0.057484024,-0.0052085443,0.02613774
1.06,59,54,0.19229165,0.19451025,-0.304,-0.085084801,-0.0025387694,0.05553017,-0.0027626806,0.026383745
1.07,59,54,0.19229165,0.19465341,0.042,-0.30630528,-0.006924678,0.053109644,-0.00030276957,0.026403437
1.08,54,59,0.19229165,0.19477185,-0.18,-0.39139008,-0.011442869,0.050616112,0.0019963127,0.026306212
1.09,54,59,0.19229165,0.19481232,-0.084,0,-0.015734509,0.048247611,0.0040376994,0.026142655
1.1,54,54,0.18378317,0.19475594,0.296,0.1701696,-0.020094562,0.045841354,0.0060092474,0.025925301
1.11,54,54,0.18378317,0.19462585,0.029,0.1701696,-0.024992959,0.043137992,0.0081650037,0.025651498
1.12,59,59,0.20080013,0.19452145,-0.278,0.2552544,-0.030728375,0.039972689,0.010251432,0.025112061
1.13,59,59,0.20080013,0.19453053,0.479,0.2552544,-0.036947375,0.036540503,0.012164881,0.024352692
1.14,59,59,0.20080013,0.19469954,-0.182,0.15315264,-0.042852808,0.03328137,0.014058729,0.023670049
1.15,59,59,0.20080013,0.19502531,-0.314,-0.1701696,-0.047634494,0.030642419,0.015965694,0.023304056
1.16,54,59,0.19229165,0.19542936,-0.019,-0.23823744,-0.051276315,0.028632545,0.017599742,0.023116143
1.17,63,59,0.20760691,0.19584306,-0.215,-0.1701696,-0.053970411,0.027145708,0.018882778,0.023014243
1.18,50,54,0.17697639,0.19625358,0.109,-0.085084801,-0.055155119,0.026491883,0.019501206,0.022996545
1.19,59,59,0.20080013,0.19664213,-0.129,0.01701696,-0.054756945,0.02671163,0.019449384,0.023080507
1.2,54,54,0.18378317,0.19697378,-0.363,0.1701696,-0.053117826,0.027616239,0.018777078,0.023196658
1.21,59,59,0.20080013,0.19718802,0.35,0.23823744,-0.050505387,0.02905801,0.017387616,0.023222813
1.22,59,59,0.20080013,0.19725704,-0.198,0.1701696,-0.047047848,0.030966182,0.015626496,0.023296339
1.23,59,59,0.20080013,0.1971946,0.499,0.1701696,-0.043053884,0.033170399,0.014091919,0.023631159
1.24,59,59,0.20080013,0.19713172,0.048,0.068067841,-0.039440782,0.035164424,0.012964399,0.024064411
1.25,59,59,0.20080013,0.19715917,-0.431,-0.1701696,-0.037030619,0.036494562,0.011994221,0.024244391
1.26,59,59,0.20080013,0.1973205,-0.152,-0.32332224,-0.036374168,0.036856848,0.010821348,0.023839098
1.27,59,63,0.20760691,0.1976224,-0.189,-0.10210176,-0.037054408,0.036481433,0.0090514221,0.022766427
1.28,50,54,0.17697639,0.19799161,-0.02,-0.03403392,-0.037805091,0.036067141,0.006571665,0.021319403
1.29,59,54,0.19229165,0.19829934,-0.459,-0.076760487,-0.037989085,0.035965597,0.0033406602,0.019653128
1.301,54,63,0.19909843,0.19846252,0.124,0.31868125,-0.037225314,0.036387112,-0.0011208995,0.017633106
1.31,54,63,0.19909843,0.19847228,0.187,0.27764514,-0.035732708,0.037210862,-0.0055527533,0.015829054
1.32,59,59,0.20080013,0.19835339,0.388,-0.068067841,-0.033320995,0.038541855,-0.01081865,0.013861603
1.33,59,63,0.20760691,0.19810709,-0.145,0.03403392,-0.030306926,0.040205282,-0.015693314,0.012255984
1.34,54,54,0.18378317,0.19777838,0.005,0.01701696,-0.027056706,0.041999036,-0.019622595,0.011188221
1.35,59,59,0.20080013,0.1974238,0.126,-0.068067841,-0.023937347,0.04372057,-0.02235514,0.010682715
1.36,59,59,0.20080013,0.19710826,0.183,0.23823744,-0.020469122,0.045634639,-0.02382827,0.010903185
1.37,59,59,0.20080013,0.19682831,-0.168,0.068067841,-0.016451966,0.047851656,-0.024522498,0.011664579
1.38,59,59,0.20080013,0.19655364,-0.442,-0.32332224,-0.012046586,0.050282929,-0.024625783,0.012828573
1.39,63,63,0.2144137,0.19623137,0.122,-0.1701696,-0.0077481236,0.052655195,-0.024408625,0.014123285
1.4,50,54,0.17697639,0.19583515,-0.156,-0.2552544,-0.0042340996,0.054594539,-0.023887053,0.015353743
1.41,59,54,0.19229165,0.19535169,-0.424,-0.30630528,-0.0016369646,0.056027865,-0.022785486,0.016621189
1.42,59,54,0.19229165,0.194849,-0.043,0.10210176,-0.00037121654,0.056726415,-0.021407982,0.017659217
1.43,54,54,0.18378317,0.19438019,-0.092,0.32332224,-0.00091539947,0.056426087,-0.01979997,0.018313059
1.44,59,59,0.20080013,0.19401622,0.585,-0.13613568,-0.002592527,0.055500502,-0.018055281,0.01872261
1.45,59,59,0.20080013,0.19382949,0.159,-0.051050881,-0.0044108287,0.054497005,-0.016320259,0.019088373
1.46,59,59,0.20080013,0.19384186,0.357,0.1701696,-0.0052308385,0.054044452,-0.01476767,0.019638391
1.47,50,50,0.1701696,0.1939574,0.098,-0.085084801,-0.0045112137,0.054441604,-0.01367723,0.020382187
1.48,59,59,0.20080013,0.19409023,-0.463,-0.1701696,-0.0025339555,0.055532827,-0.013059022,0.021236903
1.49,59,59,0.20080013,0.19420251,-0.086,0.13613568,0.00014408215,0.057010802,-0.012732109,0.022139346
1.5,59,54,0.19229165,0.19427956,0.065,0.13613568,0.0025827796,0.058356687,-0.012535854,0.022910417
1.51,54,59,0.19229165,0.19431648,-0.31,-0.085084801,0.0037826144,0.059018861,-0.012287527,0.023365667
1.52,54,59,0.19229165,0.19429413,0.029,0.085084801,0.0029610491,0.05856545,-0.011760276,0.023402587
1.53,54,59,0.19229165,0.19415789,0.192,0.085084801,0.00021521975,0.057050062,-0.011059821,0.02299512
1.54,59,59,0.20080013,0.19389502,-0.01,0.22122048,-0.0039321585,0.054761177,-0.010123497,0.02231884
1.55,59,59,0.20080013,0.19354141,0.224,0,-0.0089902736,0.051969668,-0.0089087484,0.02153046
1.56,54,59,0.19229165,0.19314277,-0.066,-0.22122048,-0.01485398,0.048733564,-0.0071927854,0.020770389
1.57,63,63,0.2144137,0.19276969,-0.144,-0.1701696,-0.021417891,0.045111026,-0.0046266262,0.0202422
1.58,50,50,0.1701696,0.19252554,-0.274,-0.2552544,-0.028254798,0.041337824,-0.0012356068,0.020051109
1.59,59,59,0.20080013,0.19245725,0.083,-0.39139008,-0.034418472,0.037936172,0.0018448456,0.019890509
1.6,54,54,0.18378317,0.19256716,0.237,0,-0.039223985,0.035284071,0.0036838189,0.019483945
1.61,54,54,0.18378317,0.19278199,-0.316,0.22122048,-0.042706533,0.033362098,0.0040903393,0.018726218
1.62,54,54,0.18378317,0.19303075,-0.056,1.2079227e-13,-0.044764529,0.032226316,0.0030125284,0.017619422
1.63,59,59,0.20080013,0.19328827,0.232,0.1701696,-0.045406576,0.031871979,0.00093220252,0.016402091
1.64,54,59,0.19229165,0.19352817,-0.188,0.1701696,-0.045442957,0.0318519,-0.0012029463,0.015324477
1.65,54,59,0.19229165,0.19372188,-0.204,0.085084801,-0.045983809,0.031553411,-0.0027731446,0.014390133
1.66,59,54,0.19229165,0.19383637,0.074,0.085084801,-0.047863464,0.030516054,-0.0040081893,0.013253932
1.67,54,59,0.19229165,0.19387583,-0.062,0.1701696,-0.050820709,0.028883988,-0.0045976882,0.01214315
1.68,59,59,0.20080013,0.19386422,-0.104,0.085084801,-0.054080665,0.02708486,-0.0041814319,0.011451714
1.69,59,59,0.20080013,0.19380952,-0.101,0.085084801,-0.056636874,0.025674121,-0.0028169276,0.011428597
1.7,59,59,0.20080013,0.19371101,0.169,0.085084801,-0.057932007,0.024959354,-0.00088474505,0.012037305
1.71,54,59,0.19229165,0.19356688,0.095,-0.085084801,-0.0582871,0.024763383,0.0010144239,0.012888903
1.72,59,59,0.20080013,0.19335961,-0.231,-0.32332224,-0.058176688,0.024824318,0.0025533007,0.013688809
1.73,59,59,0.20080013,0.19309574,-0.259,-0.39139008,-0.057929595,0.024960686,0.0037982252,0.014379455
1.74,59,54,0.19229165,0.19280052,-0.166,-0.15315264,-0.058432074,0.024683373,0.0050053336,0.014844354
1.75,50,54,0.17697639,0.19249987,-0.085,-0.1701696,-0.0604823,0.023551881,0.0067475608,0.015149721
1.76,50,54,0.17697639,0.19229519,-0.107,-0.2552544,-0.064498581,0.021335346,0.0092698165,0.015302581
1.77,59,59,0.20080013,0.19221032,0.054,0.15315264,-0.070275516,0.01814713,0.012417979,0.015282555
1.78,54,54,0.18378317,0.19231459,0.25,0.47647489,-0.077591388,0.014109595,0.015927852,0.015018723
1.79,54,54,0.18378317,0.19264432,-0.129,0.068067841,-0.086537776,0.0091721979,0.019092291,0.014132245
1.8,59,59,0.20080013,0.19317488,-0.249,0,-0.097048853,0.0033712698,0.021220417,0.012295843
1.81,59,59,0.20080013,0.19382947,0.132,0.3403392,-0.10795777,-0.0026492202,0.022267381,0.0098090806
1.82,54,54,0.18378317,0.1945469,0.013,0.1701696,-0.11766119,-0.0080044167,0.022641289,0.0073184362
1.83,59,59,0.20080013,0.1952728,-0.518,0,-0.12583645,-0.012516237,0.022440951,0.0049623568
1.84,59,59,0.20080013,0.19593933,-0.239,0.085084801,-0.13309898,-0.01652433,0.021642699,0.0025591848
1.85,59,59,0.20080013,0.19648036,-0.024,0.085084801,-0.13937762,-0.019989432,0.02010398,5.7274172e-05
1.86,59,59,0.20080013,0.19685114,0.091,0,-0.14372197,-0.022387026,0.017585624,-0.002400701
