t_s,left_rpm,right_rpm,center_speed_mps,encoder_speed_fit_mps,imu_accel_mps2,encoder_accel_raw_mps2,imu_accel_fit_mps2,imu_accel_calibrated_fit_mps2,encoder_accel_fit_mps2,fitted_accel_mps2
-0.08,9,-4,0.0085084801,0.011002775,-0.289,-0.068067841,0.14391022,0.14422648,0.15976565,0.15199606
-0.07,9,-9,0,0.01249414,0.207,0.051050881,0.15181048,0.14849109,0.17322012,0.1608556
-0.06,9,-4,0.0085084801,0.014085847,0.671,0.13613568,0.16004422,0.15293571,0.18718513,0.17006042
-0.05,13,-4,0.015315264,0.015777978,0.64,0.39139008,0.16975939,0.15818002,0.20195759,0.1800688
-0.04,13,-9,0.0068067841,0.017598214,0.735,0.45945793,0.18173372,0.16464383,0.21775566,0.19119975
-0.03,18,-4,0.023823744,0.019591133,0.445,0.37437312,0.19629175,0.17250234,0.23470611,0.20360423
-0.02,18,-4,0.023823744,0.021786988,0.194,0.45945793,0.21385926,0.18198539,0.25315283,0.21756911
-0.01,18,0,0.030630528,0.024235815,0.043,0.37437312,0.23448445,0.19311899,0.27323876,0.23317887
0,18,0,0.030630528,0.02701273,0.009,0.13613568,0.25773102,0.20566763,0.29462165,0.25014464
0.01,22,0,0.037437312,0.030159046,0.163,0.20420352,0.28295261,0.21928239,0.31678898,0.26803569
0.02,18,0,0.030630528,0.03367485,0.17,0.20420352,0.30929213,0.23350062,0.33896417,0.2862324
0.03,18,0,0.030630528,0.037503662,0.244,0.22122048,0.3359214,0.24787527,0.36031119,0.30409323
0.04,22,4,0.044244097,0.041521622,0.212,0.44244097,0.36221586,0.26206917,0.38021192,0.32114055
0.05,18,4,0.037437312,0.045589354,-0.065,0.57857665,0.38823306,0.27611341,0.39838443,0.33724892
0.06,22,9,0.052752577,0.04965498,-0.045,0.37437312,0.41457805,0.2903346,0.41529152,0.35281306
0.07,22,13,0.059559361,0.053744398,0.259,0.39139008,0.4418204,0.30504018,0.43193045,0.36848532
0.08,22,13,0.059559361,0.057934457,0.904,0.54454273,0.47076072,0.32066234,0.44912514,0.38489374
0.09,22,9,0.052752577,0.062298373,0.543,0.40840704,0.5015565,0.33728609,0.46724032,0.4022632
0.1,31,9,0.068067841,0.066906336,0.944,0.3403392,0.53361188,0.35458977,0.48631745,0.42045361
0.11,27,18,0.076576321,0.071829619,0.887,0.62962753,0.56526079,0.37167405,0.50587544,0.43877474
0.12,27,18,0.076576321,0.077124941,0.5,0.76576321,0.59517144,0.38781999,0.52467584,0.45624792
0.13,27,18,0.076576321,0.082816098,0.798,0.44244097,0.62140399,0.40198048,0.54135385,0.47166716
0.14,36,22,0.098698369,0.088861986,0.477,0.44244097,0.64158881,0.41287636,0.55484342,0.48385989
0.15,36,22,0.098698369,0.095169848,0.874,0.61261057,0.65388849,0.41951581,0.564177,0.49184641
0.16,31,22,0.090189889,0.10164644,0.659,0.45945793,0.65746363,0.42144569,0.56884914,0.49514741
0.17,36,27,0.10720685,0.10819076,0.979,0.45945793,0.65262079,0.4188315,0.56879559,0.49381354
0.18,36,27,0.10720685,0.11469722,0.334,0.78278017,0.64023756,0.41214695,0.56457858,0.48836276
0.19,36,31,0.11401363,0.12110142,0.541,0.78278017,0.62174886,0.40216664,0.55677595,0.4794713
0.2,45,31,0.1293289,0.12736516,0.717,0.76576321,0.59853421,0.38963523,0.54590058,0.46776791
0.21,45,36,0.13783738,0.1334288,0.52,0.85084801,0.5713164,0.3749429,0.53235473,0.45364881
0.22,45,36,0.13783738,0.13926076,0.639,0.71471233,0.54089329,0.35852032,0.51609423,0.43730728
0.23,50,40,0.15315264,0.1448535,0.493,0.62962753,0.50839638,0.34097829,0.49695425,0.41896627
0.24,50,40,0.15315264,0.15017043,0.578,0.62962753,0.47537607,0.32315373,0.47485501,0.39900437
0.25,50,45,0.16166112,0.15515775,0.286,0.40840704,0.44341265,0.30589969,0.45042686,0.37816327
0.26,54,45,0.16846791,0.1598183,-0.025,0.1701696,0.41354443,0.28977664,0.42406456,0.3569206
0.27,50,50,0.1701696,0.16416406,0.548,0.23823744,0.38581901,0.27481029,0.39561956,0.33521492
0.28,50,45,0.16166112,0.1681543,-0.058,0.1701696,0.35936777,0.26053176,0.36491975,0.31272575
0.29,50,45,0.16166112,0.17170872,0.536,0.085084801,0.33281571,0.24619879,0.3327217,0.28946025
0.3,54,50,0.17697639,0.17477923,0.079,0.22122048,0.30572524,0.2315752,0.30012745,0.26585132
0.31,50,50,0.1701696,0.17735085,0.665,0.425645,0.27847806,0.216867,0.2681361,0.24250155
0.321,54,50,0.17697639,0.17963767,0.288,0.33380744,0.24900157,0.20095542,0.23476435,0.21785988
0.33,54,50,0.17697639,0.18117457,0.239,0.20858216,0.22611875,0.18860314,0.20981003,0.19920658
0.34,59,54,0.19229165,0.1826245,0.753,0.37437312,0.20243847,0.17582038,0.18522317,0.18052177
0.35,54,54,0.18378317,0.18386551,-0.13,0.30630528,0.17967797,0.16353413,0.16415558,0.16384485
0.36,54,54,0.18378317,0.18500833,0.164,-0.01701696,0.15646481,0.15100352,0.14600566,0.14850459
0.37,59,59,0.20080013,0.18613067,0.015,-0.085084801,0.13220386,0.13790732,0.12961579,0.13376155
0.38,54,54,0.18378317,0.1872379,0.192,0.23823744,0.10782214,0.12474592,0.11397751,0.11936171
0.39,54,54,0.18378317,0.18828594,-0.035,0.068067841,0.084076913,0.1119281,0.098615581,0.10527184
0.4,54,54,0.18378317,0.18919887,-0.152,-0.23823744,0.061563561,0.099775258,0.083503368,0.091639313
0.41,63,59,0.20760691,0.18993266,0.391,-0.13613568,0.040884178,0.088612403,0.068364029,0.078488216
0.42,54,54,0.18378317,0.19045798,-0.01,0.10210176,0.02207399,0.078458551,0.053228502,0.065843527
0.43,54,50,0.17697639,0.19071781,-0.029,0.01701696,0.004644663,0.069050096,0.038798261,0.053924179
0.44,54,50,0.17697639,0.19074097,-0.173,-0.068067841,-0.013136227,0.059451865,0.025654849,0.042553357
0.45,59,59,0.20080013,0.19060304,-0.246,0.23823744,-0.032685868,0.048898851,0.014396167,0.031647509
0.46,54,59,0.19229165,0.19036398,-0.175,0.30630528,-0.054611764,0.037063122,0.0056141701,0.021338646
0.47,54,59,0.19229165,0.19003483,0.069,0.068067841,-0.078434371,0.024203535,-0.00027347841,0.011965028
0.48,54,59,0.19229165,0.18964973,-0.126,0.068067841,-0.10312908,0.010873183,-0.0033451958,0.0037639935
0.49,54,59,0.19229165,0.18927692,0.298,4.3520743e-13,-0.12760693,-0.0023401077,-0.0039756749,-0.0031578913
0.5,54,59,0.19229165,0.18896597,-0.261,-0.30630528,-0.15075847,-0.014837446,-0.0029518996,-0.0088946728
0.51,59,63,0.20760691,0.18871583,-0.121,-0.22122048,-0.17198652,-0.026296478,-0.00084455472,-0.013570516
0.52,50,54,0.17697639,0.18851279,-0.183,-0.13613568,-0.1907142,-0.036405789,0.0018883403,-0.017258724
0.53,50,54,0.17697639,0.18839732,-0.408,-0.15315264,-0.20654465,-0.044951159,0.0045810032,-0.020185078
0.54,50,59,0.18548487,0.1883831,-0.441,-0.085084801,-0.21919611,-0.051780498,0.006526564,-0.022626967
0.55,50,59,0.18548487,0.18842491,0.209,-1.7763568e-15,-0.22842781,-0.056763824,0.0078298014,-0.024467011
0.56,54,63,0.19909843,0.18849563,0.432,0.22122048,-0.23378649,-0.059656472,0.0091739152,-0.025241278
0.57,50,54,0.17697639,0.18857218,0.031,0.13613568,-0.23455011,-0.060068675,0.010885133,-0.024591771
0.58,50,54,0.17697639,0.18863224,-0.89,-0.22122048,-0.23117032,-0.058244243,0.013282579,-0.022480832
0.59,59,63,0.20760691,0.18870632,-0.291,0.01701696,-0.22459346,-0.054694017,0.016781515,-0.018956251
0.6,50,54,0.17697639,0.18890505,-0.181,0.45945793,-0.21560202,-0.049840382,0.021579838,-0.014130272
0.61,50,59,0.18548487,0.18929758,-1.262,0.15315264,-0.20453362,-0.043865597,0.026796423,-0.0085345869
0.62,54,59,0.19229165,0.18986183,-0.478,4.3520743e-13,-0.19231407,-0.03726941,0.031177056,-0.0030461772
0.63,59,63,0.20760691,0.19051286,-0.752,0.15315264,-0.17955095,-0.030379799,0.034051941,0.0018360714
0.64,54,59,0.19229165,0.1912328,0.506,0.068067841,-0.16628606,-0.023219332,0.034890307,0.0058354873
0.65,54,59,0.19229165,0.19198039,0.186,1.936229e-13,-0.15254181,-0.015800107,0.03318056,0.0086902266
0.66,50,59,0.18548487,0.19264313,0.3,-0.22122048,-0.13894338,-0.008459588,0.029159503,0.010349957
0.67,54,63,0.19909843,0.19311175,0.082,-0.30630528,-0.12671714,-0.00185979,0.023607206,0.010873708
0.68,59,59,0.20080013,0.19334053,-0.108,-4.3520743e-13,-0.1169986,0.0033863333,0.017430642,0.010408488
0.69,50,54,0.17697639,0.19334553,-0.177,0.1701696,-0.11067211,0.0068014106,0.011717505,0.0092594577
0.7,50,54,0.17697639,0.19321085,0.055,-0.068067841,-0.10779219,0.0083560099,0.0073388604,0.0078474351
0.71,59,59,0.20080013,0.19299244,-0.142,0.15315264,-0.10755105,0.0084861786,0.0042871934,0.006386686
0.72,59,59,0.20080013,0.19273226,0.025,0.47647489,-0.10886169,0.0077786863,0.0022653917,0.005022039
0.73,54,59,0.19229165,0.19247632,-0.296,0.15315264,-0.11146345,0.0063742421,0.0011777951,0.0037760186
0.74,59,59,0.20080013,0.19225108,0.206,-0.2552544,-0.11529284,0.0043071152,0.0013205161,0.0028138156
0.75,59,59,0.20080013,0.19208287,-0.109,-0.2552544,-0.12067113,0.0014038821,0.0031514256,0.0022776538
0.76,54,59,0.19229165,0.19200812,-0.132,-0.01701696,-0.12834398,-0.002737973,0.00597839,0.0016202085
0.77,54,54,0.18378317,0.1920612,-0.434,-0.1701696,-0.13921206,-0.0086046245,0.0087806132,8.7994351e-05
0.78,54,54,0.18378317,0.19227613,-0.229,-0.39139008,-0.15315074,-0.016128808,0.010942218,-0.0025932951
0.79,63,59,0.20760691,0.19257988,-0.124,0.01701696,-0.16927129,-0.024830775,0.011820337,-0.0065052194
0.8,50,54,0.17697639,0.19285637,-0.165,0.3403392,-0.1860123,-0.033867674,0.01140285,-0.011232412
0.81,50,54,0.17697639,0.1930404,-0.813,0.045673227,-0.20105898,-0.041989965,0.010245577,-0.015872194
0.821,59,59,0.20080013,0.19319479,0.001,0.16587239,-0.21291988,-0.048392549,0.0085660712,-0.019913239
0.83,59,59,0.20080013,0.1933597,-0.397,0.42373226,-0.21810656,-0.051192348,0.0064909048,-0.022350722
0.84,54,59,0.19229165,0.1936312,-0.149,0.068067841,-0.2199699,-0.052198194,0.0028391074,-0.024679543
0.85,59,59,0.20080013,0.19398889,-0.392,-0.1701696,-0.21883105,-0.051583436,-0.0025343922,-0.027058914
0.86,54,59,0.19229165,0.19440576,-0.119,-0.085084801,-0.21590066,-0.050001593,-0.0093264941,-0.029664043
0.87,54,59,0.19229165,0.19479424,0.219,0,-0.21073806,-0.047214791,-0.016898262,-0.032056527
0.88,59,54,0.19229165,0.19499956,-0.118,0.22122048,-0.20257608,-0.042808901,-0.024993246,-0.033901073
0.89,59,54,0.19229165,0.19488592,0.212,0.13613568,-0.19111281,-0.036620961,-0.033312263,-0.034966612
0.9,59,59,0.20080013,0.19441496,0.051,-0.1701696,-0.17718289,-0.029101509,-0.041102927,-0.035102218
0.91,63,63,0.2144137,0.19361281,-0.394,-0.1701696,-0.16196196,-0.020885159,-0.047647888,-0.034266524
0.92,54,54,0.18378317,0.19252681,-0.408,-0.1701696,-0.14701594,-0.012817205,-0.052341323,-0.032579264
0.93,54,54,0.18378317,0.19122351,-0.098,-0.22122048,-0.13394518,-0.0057615317,-0.054169099,-0.029965315
0.94,54,54,0.18378317,0.18980601,-0.54,0.03403392,-0.12305023,0.00011962765,-0.052175584,-0.026027978
0.95,54,59,0.19229165,0.18839335,-0.392,0.1701696,-0.11462531,0.0046674483,-0.046022573,-0.020677562
0.96,59,59,0.20080013,0.18712167,-0.605,-0.13613568,-0.10848638,0.0079812797,-0.036233513,-0.014126117
0.97,59,59,0.20080013,0.1861559,0.048,-0.35735616,-0.10359142,0.010623609,-0.023998401,-0.0066873959
0.98,54,54,0.18378317,0.18562313,0.143,-0.45945793,-0.099369133,0.012902825,-0.010469601,0.0012166121
0.99,50,50,0.1701696,0.18548888,0.65,-0.47647489,-0.095183733,0.015162129,0.0031250753,0.0091436024
1,50,50,0.1701696,0.18567525,0.37,-0.15315264,-0.090627486,0.017621619,0.015765218,0.016693419
1.01,50,54,0.17697639,0.18611652,-0.733,0.30630528,-0.085165052,0.020570274,0.027530587,0.02405043
1.02,50,54,0.17697639,0.18681043,-0.216,0.44244097,-0.078430681,0.024205528,0.038202683,0.031204105
1.03,54,59,0.19229165,0.18776425,0.121,0.37437312,-0.070181896,0.028658271,0.047198064,0.037928167
1.04,54,59,0.19229165,0.18895866,0.043,0.30630528,-0.060663773,0.033796211,0.054101783,0.043948997
1.05,54,59,0.19229165,0.19029456,-0.149,0.15315264,-0.05065413,0.039199476,0.058858129,0.049028803
1.06,54,59,0.19229165,0.19166444,0.346,0.15315264,-0.041077263,0.044369126,0.06134254,0.052855833
1.07,59,54,0.19229165,0.19296604,-0.321,0.30630528,-0.032725633,0.048877386,0.06149948,0.055188433
1.08,59,54,0.19229165,0.19412615,-0.276,0.30630528,-0.02668363,0.052138896,0.059447585,0.05579324
1.09,59,63,0.20760691,0.19511271,-0.353,0.23823744,-0.023659589,0.053771291,0.055843632,0.054807461
1.1,59,63,0.20760691,0.1959537,0.317,2.4158453e-13,-0.023566379,0.053821607,0.051142164,0.052481885
1.11,59,63,0.20760691,0.19661769,-0.243,-0.32332224,-0.025865221,0.052580678,0.045037943,0.048809311
1.12,59,59,0.20080013,0.19701081,-0.075,-0.23823744,-0.029390928,0.05067748,0.037429511,0.044053496
1.13,54,54,0.18378317,0.19704242,0.767,-0.23823744,-0.033059714,0.048697047,0.028895124,0.038796086
1.14,54,54,0.18378317,0.19674696,-0.821,-0.10210176,-0.036486691,0.046847145,0.020217432,0.033532288
1.15,59,63,0.20760691,0.196283,0.265,0.13613568,-0.03962744,0.04515175,0.012206182,0.028678966
1.16,54,54,0.18378317,0.19582174,-0.082,0,-0.043132559,0.043259665,0.0056529536,0.024456309
1.17,63,63,0.2144137,0.19542473,-0.422,-0.23823744,-0.048434151,0.040397834,0.0013607893,0.020879312
1.18,54,54,0.18378317,0.19510582,0.434,-6.7679196e-13,-0.056304242,0.036149512,-0.00047512577,0.017837193
1.19,54,54,0.18378317,0.19486281,-0.159,0.01701696,-0.066361774,0.030720396,-4.7098967e-05,0.015336648
1.2,54,54,0.18378317,0.19471662,0.109,-0.068067841,-0.077180362,0.024880457,0.0021536477,0.013517052
1.21,59,63,0.20760691,0.19472742,-0.114,0.23823744,-0.087149381,0.019499121,0.0051141608,0.012306641
1.22,54,59,0.19229165,0.1949385,0.133,0.32332224,-0.095097471,0.015208694,0.0081291628,0.011668929
1.23,54,63,0.19909843,0.19535035,-0.091,0.085084801,-0.10096521,0.012041255,0.010587428,0.011314341
1.24,54,59,0.19229165,0.19592444,-0.54,-0.15315264,-0.10627613,0.0091743851,0.011752813,0.010463599
1.25,59,63,0.20760691,0.19655901,0.333,0.01701696,-0.11205223,0.0060564163,0.011117138,0.0085867772
1.26,54,59,0.19229165,0.19710789,-0.183,0.23823744,-0.11798662,0.0028529966,0.0086146991,0.0057338478
1.27,54,59,0.19229165,0.19744795,-0.435,0.068067841,-0.12300903,0.00014186587,0.004577507,0.0023596864
1.28,59,59,0.20080013,0.19756457,-0.224,-0.23823744,-0.12610598,-0.0015298858,-0.00043615048,-0.00098301816
1.29,63,63,0.2144137,0.19752712,-0.126,-0.1701696,-0.12619048,-0.0015754998,-0.0060636776,-0.0038195887
1.3,54,59,0.19229165,0.1973928,-0.205,0.051050881,-0.1227885,0.00026090951,-0.01183848,-0.0057887851
1.31,54,54,0.18378317,0.19716215,-0.168,-3.8724579e-13,-0.11584447,0.004009341,-0.017356926,-0.0066737923
1.32,54,54,0.18378317,0.19677907,-0.258,-0.051050881,-0.10572508,0.0094718471,-0.022334453,-0.0064313029
1.33,63,63,0.2144137,0.19625341,-0.221,0.2552544,-0.092848129,0.016422903,-0.026765777,-0.0051714374
1.34,59,59,0.20080013,0.19566064,0.012,0.10210176,-0.077971757,0.024453257,-0.030401509,-0.002974126
1.35,59,59,0.20080013,0.19503491,-0.26,-0.28928832,-0.061961219,0.033095842,-0.032803431,0.00014620552
1.36,59,59,0.20080013,0.19444617,0.446,-0.30630528,-0.045278336,0.042101362,-0.03337517,0.004363096
1.37,50,54,0.17697639,0.19395006,0.625,-0.2552544,-0.02917185,0.050795739,-0.032709975,0.0090428825
1.38,59,54,0.19229165,0.1935489,0.084,-0.2552544,-0.014693009,0.058611505,-0.031756901,0.013427302
1.39,59,54,0.19229165,0.19321764,-0.446,0.15315264,-0.0031290699,0.064853789,-0.031046423,0.016903683
1.4,54,54,0.18378317,0.19293297,-0.474,0.32332224,0.004289413,0.06885833,-0.030288774,0.019284778
1.41,54,59,0.19229165,0.19268315,-0.309,0.085084801,0.0071806486,0.070419036,-0.029509756,0.02045464
1.42,59,59,0.20080013,0.1924703,0.19,-0.068067841,0.0057515088,0.069647578,-0.028879368,0.020384105
1.43,59,59,0.20080013,0.19228296,0.032,-0.068067841,0.00072939084,0.066936609,-0.02848071,0.019227949
1.44,54,59,0.19229165,0.19210225,0.391,-0.085084801,-0.0071039803,0.062708108,-0.028002722,0.017352693
1.45,50,54,0.17697639,0.19192346,0.333,-0.01701696,-0.016866539,0.057438221,-0.027756994,0.014840613
1.46,54,59,0.19229165,0.19174834,0.153,-0.01701696,-0.028214611,0.051312463,-0.028163251,0.011574606
1.47,54,59,0.19229165,0.19159569,-0.28,-0.01701696,-0.041039495,0.044389514,-0.029138368,0.0076255727
1.48,59,63,0.20760691,0.19148115,0.046,0.15315264,-0.054574564,0.037083203,-0.030274139,0.003404532
1.49,54,54,0.18378317,0.19132724,0.005,0.1701696,-0.068075325,0.029795411,-0.03134229,-0.00077343979
1.5,54,54,0.18378317,0.19101439,-0.228,-0.22122048,-0.080980229,0.022829266,-0.032303579,-0.0047371566
1.51,59,59,0.20080013,0.19048643,-0.413,-0.30630528,-0.092389954,0.016670228,-0.032982298,-0.0081560347
1.52,59,59,0.20080013,0.18980362,-0.254,0,-0.1014564,0.011776104,-0.032692603,-0.010458249
1.53,50,54,0.17697639,0.18905425,-0.052,1.7763568e-15,-0.10811183,0.0081834648,-0.030878682,-0.011347609
1.54,54,54,0.18378317,0.18832473,-0.369,-0.1701696,-0.1124819,0.0058244775,-0.027075097,-0.01062531
1.55,54,54,0.18378317,0.18770559,0.103,-0.10210176,-0.1146821,0.0046367922,-0.021309774,-0.008336491
1.56,59,59,0.20080013,0.1872385,-0.063,0.068067841,-0.11531402,0.0042956814,-0.014260709,-0.0049825138
1.57,54,54,0.18378317,0.18695491,-0.29,0.1701696,-0.1146361,0.0046616239,-0.0065419136,-0.00094014488
1.58,54,54,0.18378317,0.18685317,-0.028,-0.068067841,-0.11186282,0.0061586607,0.0013093204,0.0037339905
1.59,54,54,0.18378317,0.18688393,-0.001,-0.30630528,-0.10517545,0.0097685398,0.0089497934,0.0093591666
1.6,59,59,0.20080013,0.18701724,-0.14,-0.068067841,-0.093416945,0.016115852,0.016469988,0.01629292
1.61,50,54,0.17697639,0.1872679,0.209,-1.7763568e-15,-0.076912766,0.025024907,0.024235651,0.024630279
1.62,50,54,0.17697639,0.18765634,-0.233,-0.01701696,-0.05722887,0.035650392,0.032494194,0.034072293
1.63,54,54,0.18378317,0.18817851,-0.211,0.20420352,-0.037301269,0.04640743,0.040992043,0.043699737
1.64,54,54,0.18378317,0.18883702,-0.079,0.37437312,-0.020359501,0.055552698,0.048600704,0.052076701
1.65,54,63,0.19909843,0.18963565,-0.164,0.23823744,-0.0079796802,0.0622354,0.054427333,0.058331366
1.66,54,63,0.19909843,0.19053047,0.113,0.1701696,-0.00046651859,0.06629105,0.058477652,0.062384351
1.67,54,59,0.19229165,0.19148491,0.069,0.10210176,0.0031379049,0.068236739,0.061116239,0.064676489
1.68,54,59,0.19229165,0.1924643,0.218,-0.051050881,0.0034297373,0.068394272,0.061927809,0.06516104
1.69,54,59,0.19229165,0.19342896,0.032,-0.068067841,0.00035241774,0.066733116,0.060606324,0.06366972
1.7,59,59,0.20080013,0.1943736,0.06,0,-0.0064501236,0.063061064,0.057414785,0.060237924
1.71,59,54,0.19229165,0.19528482,-0.122,0,-0.016851971,0.057446084,0.052631392,0.055038738
1.72,59,54,0.19229165,0.19609074,-0.201,0,-0.029814554,0.050448804,0.046163311,0.048306058
1.73,54,59,0.19229165,0.1967133,0.329,0.085084801,-0.043973416,0.042805766,0.038172467,0.040489116
1.74,54,59,0.19229165,0.19711109,0.13,0.1701696,-0.05839893,0.035018786,0.029214578,0.032116682
1.75,59,59,0.20080013,0.19733084,-0.35,0.1701696,-0.072030963,0.027660134,0.019777365,0.023718749
1.76,59,59,0.20080013,0.19739495,0.315,0.23823744,-0.08413366,0.021127025,0.010222568,0.015674797
1.77,59,59,0.20080013,0.1973096,0.13,-0.01701696,-0.094783071,0.015378409,0.0010426691,0.0082105392
1.78,59,59,0.20080013,0.19709512,-0.504,-0.3403392,-0.10396671,0.010421024,-0.0069840861,0.0017184688
1.79,63,59,0.20760691,0.19681803,-0.602,-0.10210176,-0.11163594,0.0062811308,-0.013218191,-0.0034685303
1.8,54,54,0.18378317,0.19650293,-0.045,0.13613568,-0.11785578,0.0029236218,-0.017820395,-0.0074483865
1.81,54,54,0.18378317,0.19613705,-0.097,-0.1701696,-0.12238787,0.00047717292,-0.021285532,-0.01040418
1.82,59,63,0.20760691,0.19570696,-0.61,-0.15315264,-0.12465384,-0.00074601158,-0.024025096,-0.012385554
